Catalog,DataAsset,ColumnHeader,BusinessTerm,Category,Done
테스트_카탈로그_데모,[TNC61] 카운셀러 월 출근계획,SYS_INS_USER,시스템입력자ID,01-시스템,N
테스트_카탈로그_데모,[TNC61] 카운셀러 월 출근계획,SYS_UPD_DATE,시스템갱신일시,01-시스템,N
테스트_카탈로그_데모,[TNC61] 카운셀러 월 출근계획,SYS_UPD_USER,시스템갱신자ID,01-시스템,N
테스트_카탈로그_데모,[TNC61] 카운셀러 월 출근계획,UPDATE_BY,갱신자ID,01-시스템,N
테스트_카탈로그_데모,[TNC61] 카운셀러 월 출근계획,CREATE_BY,생성자ID,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,LECT_GRADE4_YN,교육강사직급4여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,SYS_UPD_DATE,시스템갱신일시,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,LECT_GRADE2_YN,교육강사직급2여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,LECT_GRADE1_YN,교육강사직급1여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_GRADE6_YN,카운셀러직급6여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_GRADE5_YN,카운셀러직급5여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_GRADE2_YN,카운셀러직급2여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_GRADE3_YN,카운셀러직급3여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_GRADE1_YN,카운셀러직급1여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,GRADE_FLAG,직급구분,영업 >> 방판 영업 >> 카운셀러,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,SEQ,순서번호,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,EDU_CODE,교육과정코드,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_GRADE4_YN,카운셀러직급4여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,AGENCY_FROM_SELL,구간시작대리점매출금액,영업 >> 방판 영업 >> 대리점,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CHARGE_EMP_CODE,담당자ID,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,END_DATE,종료년월일,02-기준정보 >> 기간,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,START_TIME,시작시분,02-기준정보 >> 기간,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,END_TIME,종료시분,02-기준정보 >> 기간,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,APPL_START_DATE,신청시작년월일,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,APPL_END_DATE,신청종료년월일,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,MEMO,비고내용,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,PROMO_FROM_YM,구간시작승진년월,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,PROMO_TO_YM,구간종료승진년월,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,REG_FROM_YM,구간시작등록년월,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,REG_TO_YM,구간종료등록년월,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_FROM_SELL,구간시작카운셀러매출금액,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_TO_SELL,구간종료카운셀러매출금액,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,RECRUIT_FROM_CNT,구간시작피모집인수,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,YM,년월,02-기준정보 >> 기간,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,EDU_PLACE,교육장소내용,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,RECRUIT_TO_CNT,구간종료피모집인수,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,ALERT_AGENCY_YN,대리점알림여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,AGENCY_TO_SELL,구간종료대리점매출금액,영업 >> 방판 영업 >> 대리점,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,MESSAGE_SEND_YN,메세지전송여부,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,LEAVING_STANDARD_END,퇴근기준종료시분,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,LEAVING_STANDARD_START,퇴근기준시작시분,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,ATTEND_STANDARD_END,출근기준종료시분,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,ATTEND_STANDARD_START,출근기준시작시분,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,SALORGCD,판매조직코드,영업 >> 영업조직,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,UPDATE_BY,갱신자ID,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_GRADE7_YN,카운셀러직급7여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CREATE_BY,생성자ID,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,UPDATE_DATE,갱신일시,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CREATE_DATE,생성일시,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_TO_CNT,구간종료카운셀러수,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,START_DATE,시작년월일,02-기준정보 >> 기간,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,USE_YN,사용여부,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,LECT_GRADE3_YN,교육강사직급3여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,REG_FLAG,등록구분,영업 >> 방판 영업 >> 카운셀러,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,FORE_CLASS,내외국인구분,03-개인정보,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,SEX_DISTI_FLAG,성별구분,03-개인정보,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,STATUS_TYPE,상태유형,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,ATTEND_DAYS,출근일수,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,APPROVAL_TYPE,승인유형,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,DEVICE_ID,장치구분자ID,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,PASS_FINISH_YN,이수처리종료여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,PASS_FINISH_BY,이수처리자ID,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,PASS_FINISH_DATE,이수처리작업일시,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,EDUONEYN,온라인교육여부,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,SYS_INS_DATE,시스템입력일시,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,SYS_INS_USER,시스템입력자ID,01-시스템,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,CONSULT_FROM_CNT,구간시작카운셀러수,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,APP_FROM_DATE,구간시작승인년월일,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,APP_TO_DATE,구간종료승인년월일,영업 >> 방판 영업 >> 3. 교육/인사,N
테스트_카탈로그_데모,[TNCF0] 교육차수 월 개설내역,SYS_UPD_USER,시스템갱신자ID,01-시스템,N
